NodeName,SecurityClass,Confidentiality,Integrity,Availability,ServicePackage,ArchitectyreType
Storage Facility Data Acquisition System,Class 2,Moderate,Moderate,Moderate,Winter Maintenance,Physical
Maint and Constr Administrative Systems,Class 2,Moderate,Moderate,Moderate,Winter Maintenance,Physical
Basic Maint and Constr Vehicle,,,,,Winter Maintenance,Physical
Other Maint and Constr Mgmt Centers,Class 1,Low,Moderate,Moderate,Winter Maintenance,Physical
Maint and Constr Vehicle Operator,,,,,Winter Maintenance,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,Roadway Maintenance and Construction,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Maint and Constr Center Personnel,,,,,Roadway Maintenance and Construction,Physical
Maint and Constr Field Personnel,,,,,Roadway Maintenance and Construction,Physical
Center,Class 2,Moderate,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Field Maintenance Equipment,Class 5,Moderate,High,High,Roadway Maintenance and Construction,Physical
Storage Facility Data Acquisition System,Class 2,Moderate,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Maint and Constr Administrative Systems,Class 2,Moderate,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Basic Maint and Constr Vehicle,,,,,Roadway Maintenance and Construction,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Roadway Maintenance and Construction,Physical
Field,Class 5,Moderate,Moderate,High,Roadway Maintenance and Construction,Physical
Maint and Constr Vehicle Operator,,,,,Roadway Maintenance and Construction,Physical
Driver,,,,,Work Zone Management,Physical
Vehicle,Class 1,Low,Low,Moderate,Work Zone Management,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Work Zone Management,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,Work Zone Management,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Work Zone Management,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Work Zone Management,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,Work Zone Management,Physical
Transit Management Center,Class 1,Low,Low,Moderate,Work Zone Management,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Work Zone Management,Physical
Maint and Constr Center Personnel,,,,,Work Zone Management,Physical
Emergency Management Center,Class 1,Low,Low,Moderate,Work Zone Management,Physical
Media,Class 1,Low,Low,Moderate,Work Zone Management,Physical
Maint and Constr Administrative Systems,Class 2,Moderate,Moderate,Moderate,Work Zone Management,Physical
Other Maint and Constr Mgmt Centers,Class 1,Low,Moderate,Moderate,Work Zone Management,Physical
Basic Vehicle,Class 1,Not Applicable,Low,Low,Work Zone Management,Physical
Maint and Constr Vehicle Operator,,,,,Work Zone Management,Physical
Traffic Management Center,Class 5,Low,Moderate,High,Maintenance and Construction Activity Coordination,Physical
Maint and Constr Management Center,Class 5,Moderate,High,High,Maintenance and Construction Activity Coordination,Physical
Transportation Information Center,Class 5,Low,Low,High,Maintenance and Construction Activity Coordination,Physical
Transit Management Center,Class 5,Low,Moderate,High,Maintenance and Construction Activity Coordination,Physical
Alternate Mode Transportation Center,Class 5,Low,Low,High,Maintenance and Construction Activity Coordination,Physical
Maint and Constr Center Personnel,,,,,Maintenance and Construction Activity Coordination,Physical
Emergency Management Center,Class 5,Low,Moderate,High,Maintenance and Construction Activity Coordination,Physical
Rail Operations Center,Class 5,Low,Moderate,High,Maintenance and Construction Activity Coordination,Physical
Media,Class 5,Low,Low,High,Maintenance and Construction Activity Coordination,Physical
Commercial Vehicle Administration Center,Class 1,Low,Low,Moderate,Maintenance and Construction Activity Coordination,Physical
Maint and Constr Administrative Systems,Class 2,Moderate,Moderate,Moderate,Maintenance and Construction Activity Coordination,Physical
Other Maint and Constr Mgmt Centers,Class 1,Low,Moderate,Low,Maintenance and Construction Activity Coordination,Physical
Asset Management System,Class 2,Moderate,Moderate,Low,Maintenance and Construction Activity Coordination,Physical
Vehicle,Class 1,Low,Moderate,Low,Infrastructure Monitoring,Physical
Maint and Constr Management Center,Class 5,High,High,High,Infrastructure Monitoring,Physical
ITS Roadway Equipment,Class 4,High,Moderate,Moderate,Infrastructure Monitoring,Physical
Connected Vehicle Roadside Equipment,Class 5,Moderate,Moderate,High,Infrastructure Monitoring,Physical
Maint and Constr Vehicle OBE,Class 4,High,High,Moderate,Infrastructure Monitoring,Physical
Maint and Constr Center Personnel,,,,,Infrastructure Monitoring,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Infrastructure Monitoring,Physical
Maint and Constr Vehicle Operator,,,,,Infrastructure Monitoring,Physical
Traffic Management Center,Class 1,Low,Low,Low,Transit Vehicle Tracking,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Transit Vehicle Tracking,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Transit Vehicle Tracking,Physical
Transit Operations Personnel,,,,,Transit Vehicle Tracking,Physical
Transit Vehicle OBE,Class 5,Moderate,Moderate,High,Transit Vehicle Tracking,Physical
Location and Time Data Source,Class 5,Moderate,High,High,Transit Vehicle Tracking,Physical
Traffic Management Center,Class 4,High,Moderate,Moderate,Transit Fixed-Route Operations,Physical
Maint and Constr Management Center,Class 3,Low,High,Moderate,Transit Fixed-Route Operations,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Transit Fixed-Route Operations,Physical
Transit Management Center,Class 4,High,High,Moderate,Transit Fixed-Route Operations,Physical
Transit Vehicle Operator,,,,,Transit Fixed-Route Operations,Physical
Transit Operations Personnel,,,,,Transit Fixed-Route Operations,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Transit Fixed-Route Operations,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,Transit Fare Collection Management,Physical
Personal Information Device,Class 5,High,High,High,Transit Fare Collection Management,Physical
Transit Management Center,Class 5,High,High,High,Transit Fare Collection Management,Physical
Transit Vehicle Operator,,,,,Transit Fare Collection Management,Physical
Transit Operations Personnel,,,,,Transit Fare Collection Management,Physical
Transit Vehicle OBE,Class 5,High,High,High,Transit Fare Collection Management,Physical
Other Transit Management Centers,Class 1,Low,Moderate,Moderate,Transit Fare Collection Management,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,Transit Fare Collection Management,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Transit Fare Collection Management,Physical
Payment Administration Center,Class 4,High,High,Moderate,Transit Fare Collection Management,Physical
Payment Device,Class 5,Moderate,Moderate,High,Transit Fare Collection Management,Physical
Traveler,,,,,Transit Fare Collection Management,Physical
Traveler Support Equipment,Class 5,High,High,High,Transit Fare Collection Management,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Transit Security,Physical
Transit Management Center,Class 5,High,High,High,Transit Security,Physical
Transit Vehicle Operator,,,,,Transit Security,Physical
Transit Operations Personnel,,,,,Transit Security,Physical
Transit Vehicle OBE,Class 5,Moderate,High,High,Transit Security,Physical
Emergency Management Center,Class 5,High,High,High,Transit Security,Physical
Other Emergency Management Centers,Class 5,High,High,High,Transit Security,Physical
Emergency System Operator,,,,,Transit Security,Physical
Traveler,,,,,Transit Security,Physical
Rail Operations Center,Class 5,Moderate,Moderate,High,Transit Security,Physical
Traveler Support Equipment,Class 3,Moderate,High,Moderate,Transit Security,Physical
Media,Class 1,Low,Low,Moderate,Transit Security,Physical
Basic Transit Vehicle,,,,,Transit Security,Physical
Security Monitoring Equipment,Class 4,High,Moderate,Moderate,Transit Security,Physical
Alerting and Advisory System,Class 5,Moderate,High,High,Transit Security,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Transit Fleet Management,Physical
Transit Vehicle Operator,,,,,Transit Fleet Management,Physical
Transit Operations Personnel,,,,,Transit Fleet Management,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Transit Fleet Management,Physical
Basic Transit Vehicle,,,,,Transit Fleet Management,Physical
Traffic Management Center,Class 1,Low,Low,Low,Multi-modal Coordination,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Multi-modal Coordination,Physical
Transit Operations Personnel,,,,,Multi-modal Coordination,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Multi-modal Coordination,Physical
Alternate Mode Transportation Center,Class 2,Moderate,Moderate,Moderate,Multi-modal Coordination,Physical
Other Transit Management Centers,Class 2,Moderate,Moderate,Moderate,Multi-modal Coordination,Physical
Event Promoter System,Class 3,Moderate,High,Moderate,Multi-modal Coordination,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Multi-modal Coordination,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Transit Traveler Information,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Transit Traveler Information,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Transit Traveler Information,Physical
Transit Operations Personnel,,,,,Transit Traveler Information,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Transit Traveler Information,Physical
Other Transit Management Centers,Class 1,Low,Moderate,Moderate,Transit Traveler Information,Physical
Traveler,,,,,Transit Traveler Information,Physical
Traveler Support Equipment,Class 2,Moderate,Moderate,Moderate,Transit Traveler Information,Physical
Other Transportation Information Centers,Class 1,Low,Moderate,Low,Transit Traveler Information,Physical
Media,Class 1,Low,Low,Moderate,Transit Traveler Information,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Transit Passenger Counting,Physical
Transit Operations Personnel,,,,,Transit Passenger Counting,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Transit Passenger Counting,Physical
Traveler Support Equipment,Class 1,Low,Moderate,Moderate,Transit Passenger Counting,Physical
Driver,,,,,Broadcast Traveler Information,Physical
Vehicle,Class 1,Not Applicable,Low,Moderate,Broadcast Traveler Information,Physical
Traffic Management Center,Class 1,Low,Moderate,Moderate,Broadcast Traveler Information,Physical
Maint and Constr Management Center,Class 5,Low,High,High,Broadcast Traveler Information,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Low,Broadcast Traveler Information,Physical
Transportation Information Center,Class 5,Moderate,Moderate,High,Broadcast Traveler Information,Physical
Personal Information Device,Class 1,Not Applicable,Low,Low,Broadcast Traveler Information,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Broadcast Traveler Information,Physical
Emissions Management Center,Class 1,Not Applicable,Moderate,Low,Broadcast Traveler Information,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,Broadcast Traveler Information,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,Broadcast Traveler Information,Physical
TIC Operator,,,,,Broadcast Traveler Information,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,Broadcast Traveler Information,Physical
Event Promoter System,Class 3,Moderate,High,Moderate,Broadcast Traveler Information,Physical
Emergency Management Center,Class 1,Low,Moderate,Moderate,Broadcast Traveler Information,Physical
Traveler,,,,,Broadcast Traveler Information,Physical
Traveler Support Equipment,Class 1,Not Applicable,Low,Low,Broadcast Traveler Information,Physical
Other Transportation Information Centers,Class 2,Moderate,Moderate,Moderate,Broadcast Traveler Information,Physical
Media,Class 1,Low,Low,Moderate,Broadcast Traveler Information,Physical
Border Inspection System,Class 1,Low,Moderate,Low,Broadcast Traveler Information,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Broadcast Traveler Information,Physical
Traffic Management Center,Class 1,Low,Moderate,Moderate,Personalized Traveler Information,Physical
Maint and Constr Management Center,Class 5,Low,High,High,Personalized Traveler Information,Physical
Transportation Information Center,Class 5,Moderate,Moderate,High,Personalized Traveler Information,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Personalized Traveler Information,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Personalized Traveler Information,Physical
Emissions Management Center,Class 1,Not Applicable,Moderate,Low,Personalized Traveler Information,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,Personalized Traveler Information,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,Personalized Traveler Information,Physical
TIC Operator,,,,,Personalized Traveler Information,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,Personalized Traveler Information,Physical
Event Promoter System,Class 3,Moderate,High,Moderate,Personalized Traveler Information,Physical
Emergency Management Center,Class 1,Low,Moderate,Moderate,Personalized Traveler Information,Physical
Traveler,,,,,Personalized Traveler Information,Physical
Traveler Support Equipment,Class 2,Moderate,Moderate,Moderate,Personalized Traveler Information,Physical
Other Transportation Information Centers,Class 2,Moderate,Moderate,Moderate,Personalized Traveler Information,Physical
Media,Class 1,Low,Low,Moderate,Personalized Traveler Information,Physical
Social Media,Class 2,Moderate,Moderate,Low,Personalized Traveler Information,Physical
Border Inspection System,Class 1,Low,Moderate,Low,Personalized Traveler Information,Physical
Traveler Information Voice System,Class 1,Low,Moderate,Low,Personalized Traveler Information,Physical
